,carat,cut,color,clarity,depth,table,price,x,y,z
354,0.31,Premium,H,VS1,59.7,58.0,544,4.41,4.43,2.64
355,0.38,Premium,F,VS2,60.9,56.0,1026,4.72,4.67,2.86
356,0.47,Ideal,I,IF,62.2,55.0,1178,4.99,5.01,3.11
357,0.34,Ideal,D,VS2,60.8,57.0,730,4.52,4.56,2.76
358,0.23,Ideal,F,VS2,61.5,55.0,498,3.93,3.97,2.43
359,0.7,Ideal,D,SI2,62.6,54.0,2936,5.69,5.72,3.57
360,1.01,Very Good,H,SI1,61.9,57.0,4432,6.36,6.41,3.95
361,1.0,Very Good,D,SI2,59.5,62.0,4543,6.49,6.52,3.87
362,0.52,Ideal,G,VVS2,61.6,57.0,1897,5.16,5.2,3.19
363,1.02,Good,H,SI1,63.9,55.0,4476,6.37,6.4,4.08
364,0.53,Ideal,E,SI1,62.0,55.0,1607,5.21,5.17,3.22
365,0.54,Ideal,G,VVS2,61.4,55.0,1985,5.22,5.3,3.23
366,2.02,Premium,H,SI1,62.1,61.0,17265,8.06,7.99,4.98
367,1.52,Ideal,I,IF,62.2,57.0,10609,7.33,7.27,4.54
368,1.01,Premium,G,SI1,59.2,59.0,4338,6.58,6.52,3.88
369,2.06,Premium,G,SI2,61.8,58.0,16587,8.15,8.1,5.02
370,0.33,Very Good,H,VS2,61.4,58.0,521,4.44,4.49,2.74
371,0.35,Premium,H,VS1,61.7,59.0,614,4.51,4.53,2.79
372,0.3,Ideal,G,VVS1,61.3,56.0,789,4.3,4.34,2.65
373,0.4,Ideal,G,IF,61.2,56.0,1229,4.76,4.81,2.93
374,1.2,Fair,H,SI2,64.8,58.0,4368,6.61,6.56,4.27
375,1.01,Premium,F,VVS2,61.8,55.0,8688,6.45,6.36,3.96
376,1.54,Premium,G,SI1,63.0,59.0,8176,7.31,7.26,4.59
377,1.71,Good,G,SI2,63.7,57.0,6847,7.54,7.5,4.79
378,0.91,Very Good,G,SI2,62.1,55.0,3287,6.16,6.21,3.84
379,1.22,Ideal,H,VS2,61.4,57.0,6947,6.89,6.85,4.22
380,1.59,Premium,E,SI2,62.3,58.0,6010,7.42,7.37,4.61
381,0.43,Premium,G,IF,61.4,59.0,1433,4.79,4.85,2.96
382,1.22,Ideal,I,SI1,62.3,57.0,5233,6.77,6.87,4.25
383,1.04,Premium,F,SI2,62.6,58.0,4507,6.49,6.44,4.05
384,0.28,Good,H,VVS1,56.0,64.0,480,4.38,4.41,2.46
385,1.08,Fair,H,VVS2,55.9,63.0,5171,6.9,6.8,3.83
386,1.06,Ideal,G,VS2,62.7,55.0,6411,6.53,6.49,4.08
387,0.32,Ideal,G,VS2,60.3,57.0,561,4.43,4.46,2.68
388,0.72,Ideal,G,SI1,61.4,54.0,2548,5.79,5.81,3.56
389,0.77,Very Good,E,VS1,59.4,61.0,3488,5.98,5.94,3.54
390,1.05,Premium,G,VS2,62.5,55.0,5927,6.59,6.54,4.1
391,0.31,Premium,F,VS2,61.4,55.0,802,4.34,4.32,2.66
392,1.21,Ideal,G,VS1,62.2,56.0,9026,6.87,6.85,4.26
393,0.36,Ideal,G,SI1,61.1,55.0,571,4.58,4.62,2.81
394,0.33,Ideal,D,SI2,62.0,57.0,492,4.45,4.46,2.76
395,1.11,Very Good,F,VVS1,62.5,59.0,10069,6.59,6.63,4.13
396,1.74,Premium,G,VS1,61.7,58.0,17904,7.78,7.69,4.77
397,1.22,Ideal,F,SI2,62.0,57.0,4852,6.88,6.83,4.25
398,1.3,Good,J,VS2,63.6,59.0,5269,6.9,6.87,4.38
399,1.54,Ideal,H,SI2,60.9,56.4,9452,7.43,7.45,4.53
400,0.36,Ideal,E,VS2,61.1,56.0,1013,4.63,4.6,2.82
401,0.38,Ideal,G,VS1,62.3,55.0,817,4.63,4.68,2.9
402,0.42,Ideal,D,SI2,62.4,57.0,700,4.78,4.81,2.99
403,1.02,Premium,G,VS2,61.5,59.0,5346,6.45,6.4,3.95
404,0.38,Ideal,I,VS1,61.5,53.9,703,4.66,4.7,2.89
405,1.22,Premium,I,VS2,62.3,59.0,5832,6.79,6.83,4.24
406,0.44,Ideal,E,VVS2,61.8,56.0,1334,4.93,4.88,3.03
407,0.59,Very Good,F,SI1,63.4,54.0,2000,5.35,5.4,3.41
408,1.69,Ideal,H,I1,62.0,56.0,6757,7.66,7.61,4.73
409,1.3,Ideal,G,VVS2,62.0,57.0,11073,6.96,7.03,4.34
410,0.31,Good,G,SI1,63.1,59.0,462,4.29,4.33,2.72
411,1.2,Premium,H,VS2,60.6,58.0,6666,6.88,6.82,4.15
412,1.63,Ideal,I,SI1,61.3,56.0,9694,7.64,7.56,4.66
413,0.91,Ideal,I,VVS1,60.0,57.0,4609,6.29,6.31,3.83
414,0.7,Very Good,F,SI2,60.9,58.0,1940,5.7,5.77,3.49
415,1.87,Premium,H,SI2,62.5,58.0,11037,7.86,7.81,4.9
416,0.5,Ideal,F,SI1,61.5,55.0,1332,5.16,5.12,3.16
417,1.44,Ideal,G,I1,63.2,55.0,6096,7.21,7.18,4.54
418,0.27,Very Good,F,VVS2,61.9,58.0,620,4.17,4.2,2.59
419,0.4,Premium,D,VVS2,58.3,59.0,1152,4.9,4.88,2.85
420,0.72,Premium,I,SI1,60.6,57.0,1799,5.88,5.73,3.52
421,1.11,Premium,H,SI1,58.8,59.0,5439,6.79,6.74,3.98
422,1.21,Very Good,H,SI1,62.8,56.0,6022,6.8,6.83,4.28
423,0.8,Ideal,F,SI2,61.4,57.0,2761,5.96,6.0,3.67
424,1.53,Ideal,G,VS1,60.6,54.0,13926,7.49,7.47,4.53
425,0.93,Good,G,VS1,63.8,59.0,4503,6.15,6.21,3.94
426,1.06,Ideal,I,SI2,61.4,57.0,3777,6.57,6.63,4.05
427,1.0,Very Good,D,VS2,59.8,60.0,7281,6.46,6.49,3.87
428,1.07,Ideal,H,VS1,60.2,57.0,5063,6.61,6.55,3.96
429,0.57,Very Good,F,VVS2,62.6,58.0,1902,5.32,5.38,3.34
430,0.37,Ideal,J,IF,61.9,54.0,601,4.63,4.68,2.88
431,0.76,Very Good,G,VS2,59.8,58.0,2726,5.92,5.96,3.55
432,0.71,Premium,J,VVS2,60.3,59.0,1843,5.79,5.82,3.5
433,0.46,Ideal,H,VVS1,62.4,53.4,1338,4.95,5.01,3.1
434,0.58,Ideal,H,SI1,60.6,56.0,1386,5.44,5.49,3.31
435,2.0,Very Good,F,SI1,57.9,60.0,18759,8.28,8.34,4.81
436,0.54,Premium,G,VS2,60.0,59.0,1637,5.42,5.22,3.19
437,1.42,Good,F,VS2,63.7,57.0,9542,7.08,6.99,4.48
438,0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58
439,1.05,Premium,G,IF,60.6,60.0,9012,6.59,6.57,3.99
440,0.56,Ideal,E,VVS2,61.5,57.0,2429,5.27,5.34,3.26
441,1.1,Very Good,F,VS2,61.4,58.0,6810,6.63,6.73,4.1
442,0.43,Premium,F,VVS1,61.5,56.0,1422,4.9,4.86,3.0
443,0.3,Ideal,G,VVS1,61.7,57.0,878,4.34,4.31,2.67
444,1.01,Ideal,J,SI2,59.0,59.0,3982,6.57,6.61,3.89
445,0.7,Very Good,E,VS2,58.9,60.0,2845,5.83,5.85,3.44
446,0.82,Very Good,I,VVS1,62.8,58.0,3443,5.95,5.99,3.75
447,1.11,Good,I,VS2,63.6,58.0,5054,6.57,6.52,4.16
448,1.51,Good,E,SI1,63.6,56.0,12490,7.34,7.23,4.63
449,1.18,Ideal,I,SI1,62.1,56.0,5154,6.79,6.77,4.21
450,0.31,Ideal,G,VVS1,62.5,55.0,1046,4.34,4.33,2.71
451,0.55,Ideal,E,VS1,61.1,55.0,1975,5.3,5.33,3.25
452,0.32,Very Good,G,VS1,61.9,56.0,660,4.41,4.45,2.74
453,0.31,Premium,D,VS2,61.7,58.0,636,4.32,4.37,2.68
454,1.2,Good,J,VS2,64.3,56.0,4637,6.65,6.57,4.25
455,0.91,Premium,H,SI1,63.0,57.0,3033,6.19,6.1,3.87
456,1.11,Ideal,G,VS1,62.6,57.0,7758,6.64,6.59,4.14
457,0.71,Very Good,E,SI1,61.3,59.0,2735,5.69,5.73,3.5
458,0.32,Good,H,SI1,63.7,55.0,461,4.3,4.33,2.75
459,1.0,Very Good,G,VS2,59.0,62.0,5766,6.49,6.56,3.85
460,0.31,Good,H,VS2,63.2,58.0,489,4.31,4.33,2.73
461,0.32,Ideal,G,VVS1,61.4,57.0,796,4.4,4.44,2.71
462,0.72,Ideal,J,VVS2,61.6,56.0,1996,5.76,5.73,3.54
463,0.3,Premium,G,VVS1,61.9,59.0,1013,4.31,4.28,2.66
464,0.71,Fair,F,SI2,60.1,68.0,2327,5.8,5.72,3.46
465,1.04,Premium,G,VS2,61.0,59.0,6564,6.53,6.42,3.95
466,0.57,Ideal,H,SI1,62.1,57.0,1247,5.32,5.3,3.3
467,0.9,Very Good,H,VS2,62.8,58.0,3878,6.13,6.17,3.86
468,1.05,Ideal,F,SI1,60.6,59.0,5586,6.51,6.56,3.96
469,1.23,Very Good,E,VS1,61.5,58.0,10730,6.88,6.93,4.25
470,0.3,Ideal,H,VVS1,61.4,56.0,665,4.32,4.35,2.66
471,1.03,Very Good,H,SI2,60.9,57.0,4101,6.5,6.58,3.98
472,1.0,Ideal,F,VVS2,61.7,53.0,8958,6.46,6.48,3.99
473,1.2,Ideal,F,VS2,62.3,55.0,8334,6.79,6.83,4.24
474,1.05,Ideal,D,SI2,62.1,58.0,5702,6.49,6.52,4.04
475,0.38,Ideal,F,VS1,62.8,56.0,998,4.64,4.59,2.9
476,0.84,Ideal,G,SI1,62.4,57.0,3279,6.06,6.03,3.77
477,0.54,Premium,D,VVS2,59.1,60.0,2323,5.36,5.34,3.16
478,0.31,Premium,F,VS2,59.7,60.0,625,4.39,4.42,2.63
479,1.59,Ideal,F,VS1,62.9,57.0,17366,7.38,7.48,4.62
480,1.02,Ideal,H,SI1,58.8,57.0,4819,6.66,6.6,3.9
481,0.4,Premium,D,VS1,62.1,58.0,1123,4.7,4.73,2.93
482,0.84,Good,G,VS2,63.6,59.0,3370,5.89,5.94,3.76
483,1.5,Premium,E,SI2,60.1,60.0,9450,7.42,7.35,4.44
484,1.0,Premium,D,SI1,60.3,60.0,5645,6.31,6.26,3.79
485,0.32,Good,F,VVS2,62.5,61.0,619,4.32,4.38,2.72
486,1.06,Very Good,F,SI1,58.8,57.0,5491,6.67,6.76,3.95
487,0.89,Premium,I,VS1,62.2,62.0,2955,6.14,6.02,3.78
488,0.81,Premium,H,SI2,61.6,62.0,2313,6.0,5.92,3.67
489,1.51,Premium,F,VS1,60.0,60.0,16551,7.42,7.39,4.44
490,0.77,Ideal,D,SI1,62.6,57.0,2898,5.92,5.81,3.67
491,1.08,Very Good,E,SI2,59.5,59.0,4840,6.71,6.78,4.01
492,0.95,Premium,J,VVS2,62.6,59.0,3669,6.23,6.26,3.91
493,0.37,Fair,F,SI1,65.3,56.0,527,4.53,4.47,2.94
494,0.54,Ideal,G,VS1,60.6,56.0,1957,5.28,5.31,3.21
495,1.51,Premium,G,VS1,62.4,60.0,12948,7.34,7.3,4.57
496,0.72,Very Good,I,VS2,62.1,57.5,2326,5.72,5.74,3.57
497,1.55,Ideal,I,VS2,61.8,55.0,11574,7.4,7.44,4.58
498,1.0,Very Good,I,SI1,63.2,56.0,4088,6.37,6.31,4.01
499,0.29,Ideal,F,VVS1,60.9,57.0,858,4.32,4.29,2.62
500,1.13,Premium,E,SI2,62.5,57.0,3898,6.68,6.63,4.16
501,1.1,Very Good,H,VS2,61.3,58.0,5914,6.63,6.74,4.1
502,1.52,Premium,D,SI2,60.2,60.0,8897,7.46,7.4,4.47
503,0.32,Ideal,F,VS2,61.1,57.0,828,4.44,4.4,2.7
504,0.26,Very Good,E,VVS1,63.4,59.0,554,4.0,4.04,2.55
505,1.03,Ideal,D,SI2,60.7,55.0,4752,6.53,6.61,3.99
506,1.3,Premium,F,SI2,61.1,58.0,6261,7.02,6.98,4.28
507,0.52,Ideal,F,VS1,62.5,57.0,1588,5.13,5.17,3.22
508,1.09,Ideal,H,SI1,61.1,57.0,5125,6.6,6.69,4.1
509,2.02,Ideal,H,SI2,62.1,57.0,10826,8.13,8.09,5.04
510,1.11,Premium,E,SI2,62.5,58.0,4581,6.61,6.63,4.14
511,0.55,Ideal,F,SI1,61.8,55.0,1415,5.27,5.22,3.24
512,0.34,Premium,F,VS2,62.6,59.0,686,4.44,4.48,2.79
513,1.61,Ideal,H,VS2,61.4,57.0,11045,7.52,7.57,4.63
514,1.11,Premium,G,SI2,58.8,59.0,4692,6.8,6.76,3.99
515,0.3,Good,E,VS1,63.2,57.0,568,4.26,4.29,2.7
516,0.37,Premium,E,VS1,60.4,58.0,1124,4.66,4.61,2.8
517,0.54,Ideal,D,SI1,62.4,57.0,1786,5.23,5.19,3.25
518,0.9,Good,G,SI2,58.4,55.0,3269,6.34,6.39,3.72
519,0.7,Fair,I,SI1,62.0,67.0,1848,5.54,5.5,3.42
520,0.3,Very Good,G,VS1,62.9,60.0,605,4.18,4.22,2.64
521,0.51,Ideal,E,SI1,62.0,55.0,1443,5.14,5.12,3.18
522,1.11,Premium,F,VS2,61.9,58.0,7371,6.7,6.64,4.13
523,1.18,Premium,G,SI2,62.5,54.0,5190,6.81,6.78,4.25
524,0.29,Very Good,E,VVS2,60.9,57.0,674,4.29,4.32,2.62
525,0.92,Premium,I,SI1,60.7,58.0,3529,6.3,6.25,3.81
526,0.71,Very Good,F,VS2,59.5,58.0,2918,5.82,5.87,3.48
527,2.2,Ideal,I,VS1,61.4,57.0,15092,8.41,8.37,5.15
528,1.23,Ideal,I,VS1,61.6,54.0,7181,6.9,6.94,4.26
529,1.7,Ideal,J,SI2,62.0,53.0,7464,7.68,7.65,4.75
530,0.51,Ideal,E,VS2,61.5,55.0,1662,5.23,5.14,3.19
531,2.36,Ideal,H,SI2,62.2,55.0,17569,8.51,8.56,5.3
532,1.01,Very Good,G,VS1,63.1,57.0,6936,6.32,6.39,4.01
533,0.9,Premium,G,SI1,62.7,58.0,3774,6.13,6.08,3.83
534,0.31,Ideal,E,VS2,61.4,54.0,872,4.41,4.38,2.7
535,0.33,Ideal,H,SI1,60.9,56.0,511,4.5,4.53,2.75
536,1.01,Ideal,G,VS2,60.8,59.0,6019,6.52,6.5,3.96
537,0.92,Premium,G,SI2,58.4,58.0,3648,6.4,6.34,3.73
538,0.9,Good,G,SI1,63.7,60.0,3734,6.07,6.11,3.88
539,0.3,Premium,E,SI1,60.6,58.0,526,4.3,4.34,2.62
540,1.03,Fair,J,SI2,56.2,62.0,3246,6.73,6.69,3.77
541,0.4,Ideal,G,SI1,60.9,55.0,873,4.82,4.79,2.93
542,0.71,Premium,F,VS1,58.6,62.0,3082,5.88,5.82,3.43
543,0.38,Very Good,G,VS2,60.8,61.0,766,4.65,4.66,2.83
544,0.4,Ideal,H,VS1,61.8,56.0,1035,4.78,4.74,2.94
545,1.52,Premium,H,VS1,58.4,59.0,11853,7.55,7.52,4.4
546,1.39,Ideal,F,SI2,62.2,56.0,5021,7.2,7.15,4.46
547,0.57,Very Good,I,SI1,62.5,58.0,1180,5.22,5.27,3.28
548,0.3,Ideal,E,IF,61.2,58.0,957,4.31,4.38,2.66
549,1.22,Ideal,F,VS1,62.6,55.0,9581,6.82,6.86,4.28
550,0.55,Good,D,SI2,63.3,56.0,1272,5.21,5.24,3.31
551,2.02,Ideal,I,SI2,62.2,57.0,10412,8.06,7.99,4.99
552,1.52,Premium,D,SI2,59.8,60.0,10623,7.5,7.42,4.46
553,0.31,Premium,I,VVS2,62.1,58.0,544,4.3,4.33,2.68
554,0.57,Premium,H,VS1,61.7,58.0,1613,5.33,5.3,3.28
555,1.3,Premium,F,VS1,61.0,59.0,10930,7.05,7.08,4.31
556,0.74,Fair,D,VVS2,65.4,53.0,4040,5.73,5.71,3.74
557,2.01,Premium,I,SI2,62.5,60.0,9658,8.04,7.95,5.0
558,0.39,Fair,E,SI1,65.6,60.0,601,4.5,4.56,2.97
559,0.48,Very Good,E,SI1,62.7,58.5,1349,4.99,5.01,3.14
560,0.72,Very Good,F,VS1,63.4,57.0,3264,5.68,5.7,3.61
561,0.32,Ideal,F,IF,60.7,56.0,990,4.43,4.46,2.7
562,0.75,Ideal,E,SI1,61.4,56.0,3419,5.83,5.89,3.6
563,0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82
564,0.7,Good,E,SI2,57.5,58.0,2229,5.8,5.85,3.35
565,0.32,Premium,G,SI1,60.5,59.0,612,4.43,4.39,2.67
566,0.56,Very Good,G,VVS2,61.4,57.0,2010,5.26,5.32,3.25
567,0.78,Premium,J,SI1,63.0,60.0,1954,5.88,5.82,3.66
568,1.51,Ideal,G,VVS2,62.3,55.0,14616,7.29,7.35,4.56
569,1.05,Ideal,H,SI2,61.2,57.0,4331,6.55,6.62,4.03
570,1.15,Premium,G,I1,61.2,58.0,3574,6.8,6.74,4.14
571,0.8,Very Good,F,SI2,61.0,60.0,2460,5.95,5.98,3.64
572,1.07,Premium,I,I1,59.8,59.0,2260,6.68,6.62,3.98
573,0.32,Good,G,VS2,63.1,57.0,561,4.3,4.35,2.73
574,0.53,Ideal,G,VVS2,60.4,55.0,1881,5.26,5.3,3.19
575,1.0,Premium,H,SI2,59.0,58.0,3472,6.62,6.5,3.87
576,1.51,Ideal,F,VS2,62.2,53.0,13646,7.31,7.35,4.56
577,0.35,Ideal,F,VVS2,62.1,56.0,745,4.52,4.56,2.82
578,0.3,Ideal,G,VS1,61.7,57.0,605,4.3,4.32,2.66
579,1.0,Very Good,E,IF,63.1,56.0,10954,6.32,6.39,4.01
580,0.72,Premium,J,SI2,60.3,58.0,1667,5.81,5.73,3.48
581,0.36,Ideal,E,VS2,61.1,57.0,864,4.61,4.56,2.8
582,0.52,Good,G,SI2,63.1,56.0,1049,5.08,5.12,3.22
583,0.51,Ideal,D,VS2,61.9,55.0,1787,5.11,5.13,3.17
584,1.02,Ideal,G,VS2,62.8,57.0,6418,6.36,6.45,4.02
585,0.9,Ideal,F,I1,61.8,57.0,2634,6.2,6.13,3.81
586,0.33,Premium,D,SI2,62.7,58.0,492,4.39,4.41,2.76
587,0.33,Premium,H,VVS2,61.6,58.0,666,4.42,4.45,2.73
588,0.3,Ideal,G,VVS1,61.7,57.0,684,4.31,4.34,2.67
589,0.5,Fair,E,SI2,65.2,57.0,1141,4.96,4.91,3.22
590,0.92,Very Good,E,VS1,60.9,61.0,5453,6.22,6.25,3.8
591,0.3,Very Good,E,SI2,61.7,61.0,421,4.28,4.31,2.65
592,0.65,Good,F,SI1,58.1,61.0,1843,5.66,5.74,3.31
593,0.31,Premium,E,VVS2,60.5,57.0,837,4.41,4.39,2.66
594,0.9,Very Good,H,SI1,62.8,58.0,3437,6.13,6.16,3.86
595,0.59,Very Good,G,VVS2,62.5,57.0,2155,5.32,5.36,3.34
596,0.31,Premium,F,VS2,60.7,61.0,749,4.4,4.36,2.66
597,1.0,Premium,I,VS2,61.6,59.0,4452,6.47,6.39,3.96
598,0.41,Premium,E,SI2,61.7,58.0,953,4.8,4.76,2.95
599,1.34,Ideal,H,VS1,61.6,57.0,8780,7.14,7.07,4.38
600,0.73,Very Good,E,SI1,60.2,60.0,2564,5.81,5.86,3.51
601,0.55,Ideal,E,VVS2,61.1,57.0,2362,5.25,5.29,3.22
602,1.11,Ideal,D,VVS2,63.0,57.0,12016,6.58,6.65,4.17
603,0.38,Very Good,F,VS1,60.4,60.0,835,4.7,4.74,2.85
604,1.2,Ideal,G,VS1,62.0,57.0,8701,6.81,6.78,4.21
605,0.77,Ideal,F,VS2,61.8,56.0,3533,5.9,5.92,3.65
606,0.72,Very Good,E,VS2,58.3,57.0,2872,5.89,5.94,3.45
607,1.59,Ideal,E,SI2,62.3,55.0,11149,7.48,7.52,4.67
608,0.26,Good,H,VVS2,63.3,58.0,468,4.04,4.08,2.57
609,1.63,Very Good,E,VS2,61.8,58.0,13555,7.49,7.57,4.65
610,0.91,Very Good,E,SI2,58.6,63.0,3015,6.32,6.38,3.72
611,0.32,Premium,J,VS1,61.7,58.0,421,4.38,4.4,2.71
612,1.0,Very Good,F,SI1,63.3,58.0,5528,6.28,6.39,4.01
613,2.05,Ideal,J,SI1,60.3,60.0,14037,8.17,8.24,4.95
614,0.4,Good,F,SI1,63.6,57.0,945,4.7,4.67,2.98
615,1.01,Premium,G,VS1,62.7,58.0,6618,6.41,6.38,4.01
616,0.34,Ideal,D,VVS1,61.7,56.0,1133,4.46,4.48,2.76
617,0.39,Ideal,E,I1,62.8,57.0,655,4.66,4.61,2.91
618,1.2,Good,E,SI1,59.9,64.0,6653,6.84,6.79,4.08
619,1.58,Premium,G,VS1,62.1,59.0,12530,7.43,7.46,4.62
620,0.42,Ideal,F,VS1,61.6,55.0,1228,4.84,4.87,2.99
621,0.74,Ideal,I,VS1,62.1,56.0,2440,5.75,5.82,3.59
622,1.0,Fair,F,VS2,64.7,59.0,4829,6.22,6.15,4.0
623,0.31,Very Good,F,VVS1,59.2,62.0,777,4.34,4.41,2.59
624,1.01,Good,D,SI1,63.8,58.0,5543,6.38,6.34,4.06
625,0.7,Premium,I,VVS1,61.2,59.0,2513,5.65,5.69,3.47
626,1.29,Premium,D,SI1,62.7,55.0,8597,6.96,6.91,4.35
627,0.56,Ideal,E,VS2,61.4,57.0,1882,5.35,5.31,3.27
628,0.73,Ideal,G,SI2,61.8,56.0,2585,5.76,5.83,3.58
629,0.38,Premium,H,VS2,61.8,58.0,700,4.63,4.66,2.87
630,1.12,Premium,G,VS2,62.3,59.0,6683,6.71,6.61,4.15
631,3.01,Fair,I,SI2,65.8,56.0,18242,8.99,8.94,5.9
632,0.33,Ideal,G,VS2,62.6,57.0,743,4.47,4.45,2.79
633,0.7,Very Good,E,VVS1,62.5,56.0,3724,5.63,5.7,3.54
634,0.62,Ideal,F,VVS2,61.4,56.0,3299,5.46,5.5,3.37
635,0.51,Very Good,D,SI1,60.0,58.0,1380,5.19,5.24,3.13
636,1.07,Ideal,G,VS2,62.4,55.0,6648,6.53,6.58,4.09
637,0.96,Fair,H,I1,66.9,60.0,1705,6.15,6.04,4.09
638,1.5,Fair,H,SI1,65.0,57.0,6838,7.1,7.06,4.6
639,0.38,Ideal,E,VVS2,61.8,53.7,1073,4.67,4.69,2.89
640,0.26,Ideal,E,VVS2,62.5,55.0,724,4.09,4.07,2.55
641,0.31,Ideal,D,VS2,62.1,56.0,942,4.35,4.34,2.7
642,0.72,Ideal,F,VS1,61.1,56.0,3265,5.76,5.79,3.53
643,0.3,Ideal,G,IF,60.9,58.0,863,4.32,4.35,2.64
644,0.3,Premium,D,VVS2,60.7,59.0,950,4.34,4.33,2.63
645,1.06,Ideal,F,IF,61.0,57.0,11195,6.64,6.55,4.02
646,0.32,Ideal,E,I1,60.7,57.0,490,4.45,4.41,2.69
647,0.42,Very Good,H,VS2,62.1,54.0,755,4.81,4.84,2.99
648,1.1,Very Good,I,SI1,61.2,61.0,4640,6.61,6.66,4.01
649,0.41,Premium,E,VS1,59.8,61.0,1153,4.85,4.79,2.88
650,1.21,Ideal,H,VS1,62.7,56.0,6784,6.79,6.84,4.27
651,1.08,Very Good,D,VS1,60.5,58.0,8513,6.53,6.63,3.98
652,0.34,Ideal,D,VS2,62.3,55.0,1033,4.48,4.45,2.78
653,0.32,Ideal,E,VS1,61.6,57.0,758,4.35,4.39,2.69
654,1.51,Premium,F,VS2,61.6,58.0,14817,7.35,7.32,4.52
655,1.5,Premium,F,SI1,61.9,60.0,10940,7.26,7.21,4.48
656,0.43,Premium,G,VS2,59.1,60.0,1113,4.93,4.88,2.9
657,0.36,Ideal,F,SI1,59.7,57.0,644,4.69,4.72,2.81
658,0.5,Very Good,F,SI2,61.4,61.0,1068,5.09,5.14,3.14
659,0.51,Premium,F,SI1,62.7,62.0,3360,5.09,4.96,3.15
660,0.41,Premium,E,VS1,62.2,57.0,1153,4.78,4.74,2.96
661,0.4,Ideal,F,VS1,61.3,56.0,982,4.73,4.76,2.91
662,0.52,Good,F,SI1,65.5,66.0,1427,4.92,4.98,3.24
663,1.05,Premium,G,VVS2,59.5,61.0,8702,6.69,6.63,3.96
664,0.9,Fair,E,SI2,65.0,58.0,2930,6.08,6.04,3.94
665,0.43,Very Good,E,SI1,63.4,56.0,921,4.79,4.77,3.03
666,1.3,Premium,H,SI2,60.7,59.0,4368,7.06,7.0,4.27
667,0.62,Ideal,F,SI1,62.7,54.0,1637,5.47,5.53,3.45
668,1.06,Ideal,G,SI1,60.5,57.0,5393,6.64,6.59,4.0
669,1.2,Very Good,G,SI2,62.1,56.0,5183,6.79,6.87,4.24
670,0.3,Very Good,D,SI1,62.5,57.0,552,4.26,4.28,2.67
671,1.01,Very Good,D,SI2,62.7,58.0,4606,6.31,6.39,3.98
672,1.09,Very Good,D,IF,61.7,58.0,18231,6.55,6.65,4.07
673,0.62,Good,G,VS2,61.0,62.0,1850,5.41,5.5,3.33
674,0.45,Ideal,G,VS1,62.8,58.0,1055,4.83,4.88,3.05
675,0.38,Ideal,G,SI2,61.6,55.0,602,4.64,4.68,2.87
676,0.42,Ideal,G,VVS1,60.0,57.0,1179,4.84,4.86,2.91
677,1.06,Ideal,G,SI2,62.5,55.0,4238,6.55,6.51,4.08
678,0.3,Premium,G,VVS2,62.8,60.0,878,4.28,4.25,2.68
679,0.56,Ideal,D,SI1,62.5,56.0,1723,5.24,5.26,3.28
680,1.03,Ideal,G,SI1,61.7,56.0,5241,6.5,6.47,4.0
681,0.7,Good,H,VVS1,62.7,56.0,2877,5.6,5.66,3.53
682,1.0,Good,E,SI1,60.4,61.0,4916,6.37,6.44,3.87
683,0.92,Premium,I,VS1,61.4,58.0,3725,6.23,6.27,3.84
684,1.01,Good,H,SI2,63.9,58.0,3888,6.32,6.35,4.05
685,1.23,Premium,J,VVS2,61.2,57.0,5768,6.92,6.86,4.22
686,1.8,Very Good,E,SI1,62.2,57.0,17273,7.81,7.89,4.88
687,0.71,Ideal,G,SI1,61.5,55.0,3061,5.75,5.79,3.55
688,0.3,Ideal,G,SI1,62.2,55.0,422,4.27,4.32,2.67
689,1.02,Premium,H,SI2,61.3,57.0,3713,6.51,6.45,3.97
690,0.36,Ideal,G,VS1,61.4,56.0,949,4.55,4.6,2.81
691,0.31,Ideal,H,IF,62.3,55.0,789,4.32,4.35,2.7
692,0.34,Ideal,G,SI1,61.2,57.0,650,4.56,4.53,2.78
693,1.51,Good,F,VS2,62.0,59.0,13819,7.18,7.37,4.51
694,0.57,Very Good,G,VS2,60.7,58.0,1565,5.31,5.37,3.24
695,0.3,Very Good,E,VS1,63.0,57.0,568,4.25,4.29,2.69
696,0.61,Good,E,VS2,60.8,59.0,2124,5.41,5.48,3.31
697,0.91,Very Good,J,VS1,62.1,55.0,3666,6.16,6.24,3.85
698,0.38,Premium,G,VS1,61.9,58.0,1069,4.66,4.62,2.87
699,0.9,Very Good,H,SI1,61.9,59.0,3595,6.17,6.21,3.83
700,1.31,Ideal,G,VS2,61.9,56.0,9085,7.08,7.05,4.37
701,0.77,Very Good,F,SI2,61.1,59.0,2278,5.85,5.95,3.59
702,0.4,Very Good,G,SI1,61.9,55.0,682,4.71,4.75,2.93
703,0.32,Ideal,G,VS2,61.4,57.0,561,4.39,4.4,2.7
704,1.23,Ideal,J,VS2,61.5,57.0,5217,6.9,6.95,4.26
705,1.02,Very Good,F,VVS2,61.0,54.0,9043,6.53,6.58,4.0
706,0.72,Ideal,H,VS2,62.8,57.0,2376,5.74,5.7,3.59
707,1.0,Premium,J,VS1,62.8,57.0,4144,6.39,6.35,4.0
